"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"SMNW.OUTBOUND","-33.7260313","150.9411096","366","29228.639257060408"
"SMNW.OUTBOUND","-33.7259827","150.9410852","367","29234.48497087014"
"SMNW.OUTBOUND","-33.7257149","150.9409618","368","29266.314346049756"
"SMNW.OUTBOUND","-33.725614","150.9409147","369","29278.32712019255"
"SMNW.OUTBOUND","-33.7255087","150.940868","370","29290.782900821057"
"SMNW.OUTBOUND","-33.7244323","150.9403895","371","29418.14493213317"
"SMNW.OUTBOUND","-33.7236653","150.940045","372","29509.012937533236"
"SMNW.OUTBOUND","-33.7231823","150.9398331","373","29566.07246410685"
"SMNW.OUTBOUND","-33.7229478","150.9397304","374","29593.76958448554"
"SMNW.OUTBOUND","-33.7226293","150.9395845","375","29631.59642757691"
"SMNW.OUTBOUND","-33.7225345","150.939544","376","29642.761320826237"
"SMNW.OUTBOUND","-33.7217223","150.9391764","377","29739.075939205515"
"SMNW.OUTBOUND","-33.7213533","150.9390154","378","29782.63989320844"
"SMNW.OUTBOUND","-33.7208553","150.938795","379","29841.533088780252"
"SMNW.OUTBOUND","-33.7203728","150.938577","380","29898.737994191953"
"SMNW.OUTBOUND","-33.7200549","150.9384318","381","29936.47963883872"
"SMNW.OUTBOUND","-33.7198303","150.9383334","382","29963.008696595254"
"SMNW.OUTBOUND","-33.7193062","150.9381014","383","30024.99015529645"
"SMNW.OUTBOUND","-33.7190301","150.9379797","384","30057.625819683635"
"SMNW.OUTBOUND","-33.7185947","150.9377836","385","30109.226442333373"
"SMNW.OUTBOUND","-33.718082","150.9375289","386","30170.799307429123"
"SMNW.OUTBOUND","-33.7178186","150.9373943","387","30202.567237365885"
"SMNW.OUTBOUND","-33.7175061","150.9372375","388","30240.152584551277"
"SMNW.OUTBOUND","-33.7172845","150.9371259","389","30266.819834881153"
"SMNW.OUTBOUND","-33.7163436","150.9366677","390","30379.49280737983"
"SMNW.OUTBOUND","-33.7157945","150.9364069","391","30445.019539365207"
"SMNW.OUTBOUND","-33.7156436","150.936333","392","30463.104397946798"
"SMNW.OUTBOUND","-33.7149691","150.9359835","393","30544.630932074448"
"SMNW.OUTBOUND","-33.714568","150.9357746","394","30593.151091973847"
"SMNW.OUTBOUND","-33.7141856","150.9355889","395","30638.9255458908"
"SMNW.OUTBOUND","-33.7140318","150.9355109","396","30657.45351697819"
"SMNW.OUTBOUND","-33.713921","150.9354571","397","30670.716402685524"
"SMNW.OUTBOUND","-33.7138117","150.9354028","398","30683.842974310995"
"SMNW.OUTBOUND","-33.7137071","150.9353518","399","30696.371065629988"
"SMNW.OUTBOUND","-33.7135997","150.9352961","400","30709.354317147285"
"SMNW.OUTBOUND","-33.7134405","150.9352173","401","30728.463426839127"
"SMNW.OUTBOUND","-33.7132826","150.9351375","402","30747.475250998137"
"SMNW.OUTBOUND","-33.7129668","150.9349777","403","30785.50613068129"
"SMNW.OUTBOUND","-33.7121448","150.9345704","404","30884.187927419338"
"SMNW.OUTBOUND","-33.7115852","150.9342698","405","30952.224764902396"
"SMNW.OUTBOUND","-33.7112148","150.9340464","406","30998.23243790789"
"SMNW.OUTBOUND","-33.7107843","150.933786","407","31051.736629350067"
"SMNW.OUTBOUND","-33.7102025","150.9334361","408","31123.960844925175"
"SMNW.OUTBOUND","-33.7098925","150.9332479","409","31162.51772217561"
"SMNW.OUTBOUND","-33.7089266","150.932657","410","31282.843200130075"
"SMNW.OUTBOUND","-33.7086331","150.9324917","411","31318.82337045335"
"SMNW.OUTBOUND","-33.7084274","150.9323734","412","31344.137673792873"
"SMNW.OUTBOUND","-33.7082725","150.9322927","413","31362.87671938946"
"SMNW.OUTBOUND","-33.7079837","150.9321413","414","31397.849246586757"
"SMNW.OUTBOUND","-33.7078732","150.9320898","415","31411.002548800087"
"SMNW.OUTBOUND","-33.7077962","150.9320542","416","31420.15858079988"
"SMNW.OUTBOUND","-33.7074964","150.931925","417","31455.502656904126"
"SMNW.OUTBOUND","-33.7074079","150.9318899","418","31465.844038324303"
"SMNW.OUTBOUND","-33.7073713","150.9318761","419","31470.100397926377"
"SMNW.OUTBOUND","-33.7071407","150.931788","420","31496.95009512712"
"SMNW.OUTBOUND","-33.7067688","150.9316473","421","31540.21310868649"
"SMNW.OUTBOUND","-33.7061921","150.9314701","422","31606.25453977603"
"SMNW.OUTBOUND","-33.7046633","150.9309726","423","31781.984445594495"
"SMNW.OUTBOUND","-33.704132","150.9307833","424","31843.47210461221"
"SMNW.OUTBOUND","-33.7039271","150.93071","425","31867.19312706501"
"SMNW.OUTBOUND","-33.7035332","150.9305611","426","31913.012085524"
"SMNW.OUTBOUND","-33.7033776","150.9305042","427","31931.058883173006"
"SMNW.OUTBOUND","-33.7030715","150.9303904","428","31966.61189637309"
"SMNW.OUTBOUND","-33.7027583","150.930273","429","32003.01609175531"
"SMNW.OUTBOUND","-33.7013893","150.929763","430","32162.0520346571"
"SMNW.OUTBOUND","-33.6995695","150.9290714","431","32373.837432804616"
"SMNW.OUTBOUND","-33.6986434","150.9287251","432","32481.457988740738"
"SMNW.OUTBOUND","-33.6985106","150.9286763","433","32496.866911656973"
"SMNW.OUTBOUND","-33.6980217","150.9284967","434","32553.592980262572"
"SMNW.OUTBOUND","-33.6975596","150.9283195","435","32607.41617309099"
"SMNW.OUTBOUND","-33.6969446","150.9280402","436","32680.3795194157"
"SMNW.OUTBOUND","-33.6967219","150.9279254","437","32707.27615653075"
"SMNW.OUTBOUND","-33.6965039","150.9278034","438","32733.970770852604"
"SMNW.OUTBOUND","-33.69628","150.927674","439","32761.551003226945"
"SMNW.OUTBOUND","-33.6960461","150.9275378","440","32790.4043459153"
"SMNW.OUTBOUND","-33.6958794","150.9274326","441","32811.30895499562"
"SMNW.OUTBOUND","-33.6954424","150.9271247","442","32867.56106247468"
"SMNW.OUTBOUND","-33.6952176","150.9269571","443","32896.940698079256"
"SMNW.OUTBOUND","-33.6947798","150.9266033","444","32955.540988206856"
"SMNW.OUTBOUND","-33.6937952","150.9257857","445","33088.47967626715"
"SMNW.OUTBOUND","-33.6931172","150.9252183","446","33180.25520283784"
"SMNW.OUTBOUND","-33.6925839","150.9247656","447","33252.78551544665"
"SMNW.OUTBOUND","-33.6916356","150.9239816","448","33380.641577793125"
"SMNW.OUTBOUND","-33.691028","150.9234711","449","33462.995537096154"
"SMNW.OUTBOUND","-33.6908796","150.9233413","450","33483.38597030805"
"SMNW.OUTBOUND","-33.690458","150.9229697","451","33541.470569463825"
"SMNW.OUTBOUND","-33.6901893","150.9227269","452","33578.82072152147"
"SMNW.OUTBOUND","-33.6900452","150.9225454","453","33602.029719912985"
"SMNW.OUTBOUND","-33.6897361","150.9221244","454","33653.98288510675"
"SMNW.OUTBOUND","-33.6895893","150.921885","455","33681.51160417518"
"SMNW.OUTBOUND","-33.6895003","150.9216973","456","33701.51981664343"
"SMNW.OUTBOUND","-33.6893169","150.9213058","457","33743.13080492258"
"SMNW.OUTBOUND","-33.6892358","150.9210737","458","33766.455432086805"
"SMNW.OUTBOUND","-33.689166","150.9208404","459","33789.4306876696"
"SMNW.OUTBOUND","-33.6891178","150.9206119","460","33811.2813142397"
"SMNW.OUTBOUND","-33.6890232","150.9199902","461","33869.87254859025"
"SMNW.OUTBOUND","-33.6890082","150.9195544","462","33910.31419932598"
"SMNW.OUTBOUND","-33.6890196","150.9191362","463","33949.11035095839"
"SMNW.OUTBOUND","-33.6890497","150.9188436","464","33976.444893311964"
"SMNW.OUTBOUND","-33.6890905","150.9185444","465","34004.55340688932"
"SMNW.OUTBOUND","-33.6892085","150.9178963","466","34066.05401019179"
"SMNW.OUTBOUND","-33.6900813","150.9138937","467","34449.59138746204"
"SMNW.OUTBOUND","-33.6901387","150.9135972","468","34477.81013327482"
"SMNW.OUTBOUND","-33.6901933","150.9132405","469","34511.43284656839"
"SMNW.OUTBOUND","-33.6902202","150.9129576","470","34537.83214630383"
"SMNW.OUTBOUND","-33.6902389","150.9126759","471","34564.033253400536"
"SMNW.OUTBOUND","-33.6902475","150.9124578","472","34584.27770176635"
"SMNW.OUTBOUND","-33.690249","150.9110936","473","34710.764746197325"
"SMNW.OUTBOUND","-33.6902851","150.9105798","474","34758.571613723114"
"SMNW.OUTBOUND","-33.6903768","150.9101032","475","34803.91675684589"
"SMNW.OUTBOUND","-33.6904915","150.9095712","476","34854.85725858648"
"SMNW.OUTBOUND","-33.6906373","150.9090922","477","34902.12204172508"
"SMNW.OUTBOUND","-33.6907851","150.9086313","478","34947.89243374617"
"SMNW.OUTBOUND","-33.6910403","150.9080424","479","35009.39502838864"
"SMNW.OUTBOUND","-33.6911262","150.9078264","480","35031.572972346716"
"SMNW.OUTBOUND","-33.6912188","150.9075622","481","35058.13510802636"
"SMNW.OUTBOUND","-33.6913287","150.9072283","482","35091.40693416871"
"SMNW.OUTBOUND","-33.6914381","150.906893","483","35124.77933206367"
"SMNW.OUTBOUND","-33.6916923","150.9060462","484","35208.201513144166"
"SMNW.INBOUND","-33.691605","150.905863","1","0.0"
"SMNW.INBOUND","-33.6914364","150.906313","2","45.72205105887755"
"SMNW.INBOUND","-33.6911686","150.9071887","3","132.1776743146021"
"SMNW.INBOUND","-33.6910403","150.9076052","4","173.3332574435288"
"SMNW.INBOUND","-33.6909382","150.9079247","5","205.0474809253342"
"SMNW.INBOUND","-33.6908869","150.9080853","6","220.9881213050212"
"SMNW.INBOUND","-33.6907775","150.9084487","7","256.8002892696377"
"SMNW.INBOUND","-33.6906808","150.9087739","8","288.8031202950992"
"SMNW.INBOUND","-33.6905984","150.9090509","9","316.06383894639333"
"SMNW.INBOUND","-33.6904946","150.9094036","10","350.73313830566747"
"SMNW.INBOUND","-33.6903931","150.909818","11","390.7710896450328"
"SMNW.INBOUND","-33.6902904","150.9103424","12","440.7092999374776"
"SMNW.INBOUND","-33.6902391","150.9106522","13","469.9917174721415"
"SMNW.INBOUND","-33.6902134","150.9109324","14","496.1274383097726"
"SMNW.INBOUND","-33.6901989","150.9113535","15","535.204438319439"
"SMNW.INBOUND","-33.6902023","150.9123165","16","624.4934517139934"
"SMNW.INBOUND","-33.69018","150.9128368","17","672.798423084784"
"SMNW.INBOUND","-33.6901532","150.9131292","18","700.0718907925267"
"SMNW.INBOUND","-33.6901309","150.9133652","19","722.0928976298909"
"SMNW.INBOUND","-33.6900822","150.9136051","20","744.9826497493808"
"SMNW.INBOUND","-33.6900164","150.9139419","21","777.0519182912002"
"SMNW.INBOUND","-33.6891451","150.9178824","22","1154.978333389291"
"SMNW.INBOUND","-33.689027","150.9185173","23","1215.2860826049653"
"SMNW.INBOUND","-33.6889814","150.9188399","24","1245.622190435596"
"SMNW.INBOUND","-33.6889559","150.9191367","25","1273.2864922523436"
"SMNW.INBOUND","-33.6889409","150.9195497","26","1311.6160432326617"
"SMNW.INBOUND","-33.6889627","150.9199938","27","1352.8639967063398"
"SMNW.INBOUND","-33.6890517","150.9205847","28","1408.5345149507561"
"SMNW.INBOUND","-33.6891102","150.9208398","29","1433.0612530532997"
"SMNW.INBOUND","-33.6891584","150.9210255","30","1451.0902456460888"
"SMNW.INBOUND","-33.6892151","150.9211976","31","1468.24192703458"
"SMNW.INBOUND","-33.6893046","150.9214137","32","1490.6030064219729"
"SMNW.INBOUND","-33.6895594","150.9219489","33","1547.710052180863"
"SMNW.INBOUND","-33.6896579","150.9221182","34","1566.8351853517743"
"SMNW.INBOUND","-33.6897309","150.9222272","35","1579.785078415775"
"SMNW.INBOUND","-33.6898048","150.9223436","36","1593.3373956468058"
"SMNW.INBOUND","-33.6899824","150.9225638","37","1621.7079354731293"
"SMNW.INBOUND","-33.6901547","150.9227675","38","1648.576916053118"
"SMNW.INBOUND","-33.6903517","150.922966","39","1677.1458006613634"
"SMNW.INBOUND","-33.6919617","150.924328","40","1895.8612899852246"
"SMNW.INBOUND","-33.692838","150.9250612","41","2014.4715160014518"
"SMNW.INBOUND","-33.6937825","150.9258538","42","2142.436728038307"
"SMNW.INBOUND","-33.6945438","150.9264884","43","2245.354353318099"
"SMNW.INBOUND","-33.6949271","150.9268063","44","2297.0861659492834"
"SMNW.INBOUND","-33.6953103","150.9271011","45","2347.6190308585665"
"SMNW.INBOUND","-33.6954292","150.9271934","46","2363.340147892534"
"SMNW.INBOUND","-33.6960358","150.9275983","47","2440.3862587273165"
"SMNW.INBOUND","-33.6964971","150.9278713","48","2497.470196051897"
"SMNW.INBOUND","-33.6968648","150.9280631","49","2541.962344428187"
"SMNW.INBOUND","-33.6969545","150.9281065","50","2552.6944256667693"
"SMNW.INBOUND","-33.6971319","150.9281943","51","2573.9883623023934"
"SMNW.INBOUND","-33.6973971","150.928302","52","2605.0520456399267"
"SMNW.INBOUND","-33.6978617","150.9284946","53","2659.5900000235915"
"SMNW.INBOUND","-33.6983622","150.9286861","54","2717.873805368498"
"SMNW.INBOUND","-33.699579","150.929142","55","2859.3009902550443"
"SMNW.INBOUND","-33.7012796","150.9297851","56","3057.1245089836625"
"SMNW.INBOUND","-33.7029425","150.9304019","57","3250.228704369549"
"SMNW.INBOUND","-33.7033994","150.930562","58","3303.035385334862"
"SMNW.INBOUND","-33.7038904","150.9307511","59","3360.2475843005327"
"SMNW.INBOUND","-33.7043846","150.9309276","60","3417.452737323061"
"SMNW.INBOUND","-33.7046742","150.931024","61","3450.79428718697"
"SMNW.INBOUND","-33.704965","150.9311104","62","3484.028568134661"
"SMNW.INBOUND","-33.7052264","150.9311953","63","3514.07154092867"
"SMNW.INBOUND","-33.7057264","150.9313559","64","3571.493681771547"
"SMNW.INBOUND","-33.7061525","150.9314996","65","3620.5969506415295"
"SMNW.INBOUND","-33.7065494","150.931624","66","3666.1053289235924"
"SMNW.INBOUND","-33.7069334","150.9317556","67","3710.410175382451"
"SMNW.INBOUND","-33.7070555","150.9318031","68","3724.651004068694"
"SMNW.INBOUND","-33.7074439","150.9319641","69","3770.243253060998"
"SMNW.INBOUND","-33.7076213","150.9320447","70","3791.290763915077"
"SMNW.INBOUND","-33.7079411","150.9321948","71","3829.393511358424"
"SMNW.INBOUND","-33.7082995","150.9323699","72","3872.3323615899176"
"SMNW.INBOUND","-33.7086289","150.9325529","73","3912.6146470929853"
"SMNW.INBOUND","-33.7102353","150.933521","74","4112.1155628009365"
"SMNW.INBOUND","-33.7107239","150.9338175","75","4172.880771483581"
"SMNW.INBOUND","-33.7112294","150.9341206","76","4235.595156693942"
"SMNW.INBOUND","-33.7116708","150.9344064","77","4291.262218940932"
"SMNW.INBOUND","-33.7121873","150.9346613","78","4353.2322490408615"
"SMNW.INBOUND","-33.7129487","150.9350411","79","4444.7288442821355"
"SMNW.INBOUND","-33.7135683","150.9353479","80","4519.104785775403"
"SMNW.INBOUND","-33.7136789","150.9354037","81","4532.41804811626"
"SMNW.INBOUND","-33.7137897","150.9354614","82","4545.821052851092"
"SMNW.INBOUND","-33.7140029","150.9355688","83","4571.478685473169"
"SMNW.INBOUND","-33.7141671","150.935651","84","4591.220875343082"
"SMNW.INBOUND","-33.714512","150.935824","85","4632.701247565331"
"SMNW.INBOUND","-33.7149413","150.9360521","86","4684.801054921964"
"SMNW.INBOUND","-33.7155817","150.9363729","87","4761.805370236214"
"SMNW.INBOUND","-33.7157858","150.9364791","88","4786.49118992964"
"SMNW.INBOUND","-33.7162575","150.9366916","89","4842.395701670341"
"SMNW.INBOUND","-33.7174275","150.9372736","90","4982.934758197342"
"SMNW.INBOUND","-33.7177718","150.9374436","91","5024.246687836573"
"SMNW.INBOUND","-33.7183723","150.9377555","92","5096.855960538305"
"SMNW.INBOUND","-33.7192709","150.9381515","93","5203.06983667101"
"SMNW.INBOUND","-33.7200325","150.9384931","94","5293.283157573511"
"SMNW.INBOUND","-33.7203496","150.9386364","95","5330.879341261882"
"SMNW.INBOUND","-33.7208137","150.9388414","96","5385.750829821244"
"SMNW.INBOUND","-33.7212855","150.9390507","97","5441.561573676002"
"SMNW.INBOUND","-33.7216787","150.9392255","98","5488.0863288105"
"SMNW.INBOUND","-33.722615","150.9396445","99","5598.961788035965"
"SMNW.INBOUND","-33.7230074","150.9398209","100","5645.455235330117"
"SMNW.INBOUND","-33.723631","150.9400971","101","5719.208465939968"
"SMNW.INBOUND","-33.7237021","150.9401288","102","5727.624207270307"
"SMNW.INBOUND","-33.7244415","150.9404599","103","5815.189749784661"
"SMNW.INBOUND","-33.7254839","150.9409211","104","5938.458435113342"
"SMNW.INBOUND","-33.7259131","150.9411228","105","5989.602966362077"
"SMNW.INBOUND","-33.7259603","150.9411462","106","5995.269689970509"
"SMNW.INBOUND","-33.7261134","150.9412204","107","6013.59075686589"
"SMNW.INBOUND","-33.7262332","150.9412875","108","6028.261902892426"
"SMNW.INBOUND","-33.7263764","150.9413677","109","6045.79844476346"
"SMNW.INBOUND","-33.7267589","150.9416053","110","6093.598767289426"
"SMNW.INBOUND","-33.7272146","150.9419656","111","6154.178094974656"
"SMNW.INBOUND","-33.7276001","150.9422715","112","6205.481638734442"
"SMNW.INBOUND","-33.7282889","150.9428404","113","6298.308597357838"
"SMNW.INBOUND","-33.7288102","150.9432086","114","6365.448315712639"
"SMNW.INBOUND","-33.7290275","150.9433431","115","6392.583214260282"
"SMNW.INBOUND","-33.72938","150.943527","116","6435.234825990272"
"SMNW.INBOUND","-33.7300066","150.9438225","117","6509.936652928052"
"SMNW.INBOUND","-33.7311874","150.9443773","118","6650.638999400294"
"SMNW.INBOUND","-33.7317241","150.9446348","119","6714.773469362443"
"SMNW.INBOUND","-33.731786","150.9446628","120","6722.113261222206"
"SMNW.INBOUND","-33.7321047","150.944825","121","6760.525945411883"
"SMNW.INBOUND","-33.7322387","150.9449051","122","6777.139516386997"
"SMNW.INBOUND","-33.7323727","150.9449999","123","6794.404845538389"
"SMNW.INBOUND","-33.7326046","150.9451802","124","6825.077327251592"
"SMNW.INBOUND","-33.7329542","150.9454812","125","6872.844963999376"
"SMNW.INBOUND","-33.7338399","150.9462668","126","6995.1207971708445"
"SMNW.INBOUND","-33.7341817","150.946614","127","7044.845669805092"
"SMNW.INBOUND","-33.7344592","150.9469373","128","7087.799451201549"
"SMNW.INBOUND","-33.7345377","150.9470402","129","7100.712436208937"
"SMNW.INBOUND","-33.7347983","150.9473956","130","7144.5329728379465"
"SMNW.INBOUND","-33.7350544","150.9478047","131","7191.905862935396"
"SMNW.INBOUND","-33.7355487","150.9486979","132","7291.190048518356"
"SMNW.INBOUND","-33.7356982","150.9490115","133","7324.649409324313"
"SMNW.INBOUND","-33.7359269","150.9494939","134","7376.048995889257"
"SMNW.INBOUND","-33.7362089","150.9501763","135","7446.599450107147"
"SMNW.INBOUND","-33.7364655","150.9508641","136","7516.403284517412"
"SMNW.INBOUND","-33.7366948","150.9515855","137","7587.929282838029"
"SMNW.INBOUND","-33.7368046","150.9519653","138","7625.172443450656"
"SMNW.INBOUND","-33.7370509","150.9529759","139","7722.726624713282"
"SMNW.INBOUND","-33.737188","150.9536872","140","7790.37304768718"
"SMNW.INBOUND","-33.7372632","150.9541759","141","7836.421760450451"
"SMNW.INBOUND","-33.7373612","150.9549455","142","7908.562821554636"
"SMNW.INBOUND","-33.7374143","150.9555067","143","7960.900615411353"
"SMNW.INBOUND","-33.7374545","150.956098","144","8015.876360429712"
"SMNW.INBOUND","-33.737463","150.9563612","145","8040.2848021708"
"SMNW.INBOUND","-33.7374521","150.9579725","146","8189.605702609218"
"SMNW.INBOUND","-33.7372846","150.9589622","147","8283.182205565232"
"SMNW.INBOUND","-33.7371556","150.9594845","148","8333.653508369767"
"SMNW.INBOUND","-33.7370925","150.9596733","149","8352.497271725726"
"SMNW.INBOUND","-33.736865","150.9602996","150","8415.783831468714"
"SMNW.INBOUND","-33.7366579","150.960757","151","8463.994839804456"
"SMNW.INBOUND","-33.7360058","150.961813","152","8585.682432506383"
"SMNW.INBOUND","-33.735694","150.962219","153","8636.786450896478"
"SMNW.INBOUND","-33.7349664","150.9630619","154","8749.10090152244"
"SMNW.INBOUND","-33.7345875","150.9634821","155","8806.394796102557"
"SMNW.INBOUND","-33.7342035","150.9639028","156","8864.13630324278"
"SMNW.INBOUND","-33.7337399","150.9644343","157","8935.341781090465"
"SMNW.INBOUND","-33.7332883","150.9649722","158","9006.009389194262"
"SMNW.INBOUND","-33.7329046","150.9654094","159","9064.770453800735"
"SMNW.INBOUND","-33.7325019","150.9658687","160","9126.470184789941"
"SMNW.INBOUND","-33.7324138","150.9659713","161","9140.1045685294"
"SMNW.INBOUND","-33.7319457","150.9665688","162","9216.011469425457"
"SMNW.INBOUND","-33.7317156","150.9668751","163","9254.184079346616"
"SMNW.INBOUND","-33.7315996","150.9670883","164","9277.762243800065"
"SMNW.INBOUND","-33.731537","150.9672028","165","9290.443301399248"
"SMNW.INBOUND","-33.7314","150.9674638","166","9319.008500220572"
"SMNW.INBOUND","-33.7312766","150.9677222","167","9346.59118854583"
"SMNW.INBOUND","-33.7311022","150.9681612","168","9391.640021092553"
"SMNW.INBOUND","-33.7309543","150.9685765","169","9433.478199772577"
"SMNW.INBOUND","-33.7308063","150.9691349","170","9487.769248905013"
"SMNW.INBOUND","-33.7306771","150.9698622","171","9556.678539327504"
"SMNW.INBOUND","-33.7301715","150.9734217","172","9891.290209051915"
"SMNW.INBOUND","-33.729792","150.9761615","173","10148.669516390488"
"SMNW.INBOUND","-33.7295984","150.97753","174","10277.30218625142"
"SMNW.INBOUND","-33.7294086","150.9789068","175","10406.62433802585"
"SMNW.INBOUND","-33.7290302","150.9816421","176","10663.574479990797"
"SMNW.INBOUND","-33.7287095","150.9838848","177","10874.443673846716"
"SMNW.INBOUND","-33.7286012","150.9845149","178","10934.062466484358"
"SMNW.INBOUND","-33.7283081","150.9855552","179","11035.808666079498"
"SMNW.INBOUND","-33.7282612","150.985712","180","11051.243596202426"
"SMNW.INBOUND","-33.7279891","150.9865578","181","11135.240087416601"
"SMNW.INBOUND","-33.7278838","150.9868817","182","11167.450693931882"
"SMNW.INBOUND","-33.7277886","150.9872015","183","11198.914055658466"
"SMNW.INBOUND","-33.727368","150.988569","184","11333.965657897572"
"SMNW.INBOUND","-33.7272654","150.9889188","185","11368.324135142904"
"SMNW.INBOUND","-33.7271954","150.9892281","186","11398.022639405597"
"SMNW.INBOUND","-33.7271148","150.9896055","187","11434.12416219312"
"SMNW.INBOUND","-33.7270578","150.9899905","188","11470.36143416036"
"SMNW.INBOUND","-33.7270389","150.990323","189","11501.248499327936"
"SMNW.INBOUND","-33.7270377","150.9906591","190","11532.39827510253"
"SMNW.INBOUND","-33.7270675","150.991225","191","11584.949498209176"
"SMNW.INBOUND","-33.7271239","150.9916593","192","11625.683297217493"
"SMNW.INBOUND","-33.7271956","150.992012","193","11659.324743489904"
"SMNW.INBOUND","-33.7272532","150.9922227","194","11679.870778569555"
"SMNW.INBOUND","-33.7273345","150.9925358","195","11710.257431282631"
"SMNW.INBOUND","-33.7274616","150.9928388","196","11741.679143916488"
"SMNW.INBOUND","-33.7275317","150.993003","197","11758.768277092371"
"SMNW.INBOUND","-33.7276554","150.9932755","198","11787.50959487998"
"SMNW.INBOUND","-33.727893","150.9936929","199","11834.317537554894"
"SMNW.INBOUND","-33.7281125","150.9940785","200","11877.559407324801"
"SMNW.INBOUND","-33.7283136","150.9944259","201","11916.72749594517"
"SMNW.INBOUND","-33.7290581","150.9957137","202","12061.860437010113"
"SMNW.INBOUND","-33.7294759","150.9964375","203","12143.390665747083"
"SMNW.INBOUND","-33.7296701","150.9967684","204","12180.86630161492"
"SMNW.INBOUND","-33.7306883","150.9985213","205","12378.717470172482"
"SMNW.INBOUND","-33.7311245","150.9992912","206","12464.92501075681"
"SMNW.INBOUND","-33.7313448","150.999726","207","12512.04995591189"
"SMNW.INBOUND","-33.7316677","151.0005569","208","12596.974774299159"
"SMNW.INBOUND","-33.7317413","151.0007621","209","12617.66970200272"
"SMNW.INBOUND","-33.7318036","151.0009698","210","12638.120913425795"
"SMNW.INBOUND","-33.7319688","151.0015748","211","12697.106929789255"
"SMNW.INBOUND","-33.7320934","151.0022369","212","12760.003460860988"
"SMNW.INBOUND","-33.7321688","151.0030487","213","12835.69943788634"
"SMNW.INBOUND","-33.7321612","151.0043172","214","12953.259081232376"
"SMNW.INBOUND","-33.7320672","151.0051097","215","13027.43942601132"
"SMNW.INBOUND","-33.7317502","151.0065155","216","13162.381836786475"
"SMNW.INBOUND","-33.7314763","151.0076126","217","13268.496687589048"
"SMNW.INBOUND","-33.7313964","151.0079198","218","13298.31378362209"
"SMNW.INBOUND","-33.730704","151.0106107","219","13559.250548415468"
"SMNW.INBOUND","-33.7303333","151.0121471","220","13707.455038694598"
"SMNW.INBOUND","-33.7302757","151.0124981","221","13740.605678645345"
"SMNW.INBOUND","-33.730249","151.012812","222","13769.846956979027"
"SMNW.INBOUND","-33.7302332","151.013536","223","13836.967114316505"
"SMNW.INBOUND","-33.7302413","151.0138324","224","13864.45090941181"
"SMNW.INBOUND","-33.7303672","151.0150436","225","13977.565053663282"
"SMNW.INBOUND","-33.7305344","151.0162975","226","14095.241484327487"
"SMNW.INBOUND","-33.7309299","151.0186276","227","14315.594868231621"
"SMNW.INBOUND","-33.7314288","151.0217185","228","14607.339442466031"
"SMNW.INBOUND","-33.7316514","151.0231991","229","14746.75684176574"
"SMNW.INBOUND","-33.7318681","151.0243907","230","14859.772873220296"
"SMNW.INBOUND","-33.7320824","151.0253477","231","14951.591854751001"
"SMNW.INBOUND","-33.7323647","151.0261801","232","15034.846060745249"
"SMNW.INBOUND","-33.7325296","151.02659","233","15077.006883699732"
"SMNW.INBOUND","-33.7327049","151.0268989","234","15111.612589490744"
"SMNW.INBOUND","-33.732844","151.0271452","235","15139.16328073097"
"SMNW.INBOUND","-33.7329733","151.027342","236","15162.364756981344"
"SMNW.INBOUND","-33.7334465","151.0279356","237","15238.397323993111"
"SMNW.INBOUND","-33.7337007","151.0282262","238","15277.387403927873"
"SMNW.INBOUND","-33.7338007","151.0283336","239","15292.290048714185"
"SMNW.INBOUND","-33.7345755","151.0291662","240","15407.784255583658"
"SMNW.INBOUND","-33.7352505","151.0299353","241","15511.15387480114"
"SMNW.INBOUND","-33.7353972","151.030117","242","15534.569475711925"
"SMNW.INBOUND","-33.7355901","151.0303863","243","15567.441875041752"
"SMNW.INBOUND","-33.7359307","151.0309022","244","15628.375113414888"
"SMNW.INBOUND","-33.7367407","151.032173","245","15776.497333848261"
"SMNW.INBOUND","-33.7375794","151.0334947","246","15930.299957475361"
"SMNW.INBOUND","-33.7376602","151.0336239","247","15945.25540202122"
"SMNW.INBOUND","-33.7378017","151.033823","248","15969.478040404336"
"SMNW.INBOUND","-33.7379073","151.0340271","249","15991.724637259029"
"SMNW.INBOUND","-33.7384481","151.0352997","250","16124.031894963444"
"SMNW.INBOUND","-33.7386491","151.0358112","251","16176.41239992842"
"SMNW.INBOUND","-33.7389491","151.0365754","252","16254.65640816722"
"SMNW.INBOUND","-33.7391062","151.036965","253","16294.744427417294"
"SMNW.INBOUND","-33.7393057","151.0374856","254","16347.819303497985"
"SMNW.INBOUND","-33.7397122","151.0385355","255","16455.049184174408"
"SMNW.INBOUND","-33.740026","151.0393239","256","16535.97411597048"
"SMNW.INBOUND","-33.7402795","151.039959","257","16601.197698865115"
"SMNW.INBOUND","-33.7405812","151.0407195","258","16679.21102201242"
"SMNW.INBOUND","-33.7409096","151.0415469","259","16764.094413541174"
"SMNW.INBOUND","-33.7410317","151.0418691","260","16796.878866336036"
"SMNW.INBOUND","-33.7415959","151.0432925","261","16942.869458955705"
"SMNW.INBOUND","-33.7420086","151.0443264","262","17049.048319621208"
"SMNW.INBOUND","-33.7423328","151.0449386","263","17116.21367036558"
